City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Kolkata,26-07-2024,142,387,12.9,15.5,122.3,11.5,0.17,6.8,126.2,5.19,12.66,1.02,28.2,Satisfactory
Bangalore,26-07-2024,45.8,239.6,90.7,149.7,116.8,34.6,3.17,10.9,6.2,10.39,11.59,4.57,187,Very Poor
Delhi,27-07-2024,426.6,152.9,153.2,102.3,32.8,38.3,7.03,48.5,133.9,12.2,0.81,1.5,409.6,Very Poor
Mumbai,27-07-2024,386.2,280.6,180.2,140.1,181,18.5,8.33,96.1,37.4,17.88,1.31,5.77,244.1,Poor
Chennai,27-07-2024,294.4,13.6,101.3,87.4,43.1,17.6,1.87,32.7,166.5,7.72,7.79,9.28,173.3,Good
Kolkata,27-07-2024,240.4,271.4,81.5,138.5,124.6,0.9,0.62,40.1,82.7,4.6,7.88,8.17,481.5,Satisfactory
Bangalore,27-07-2024,79,446.4,111.7,131.7,188.6,47.4,7.77,76.6,73.4,6.85,18.67,4.88,432.5,Satisfactory
Delhi,28-07-2024,134.5,188.8,113.8,63.6,199.9,28.2,4.85,62.7,47.6,1.74,16.24,7.47,335.6,Severe
Mumbai,28-07-2024,87.5,535.2,172.5,41.8,65.2,20.5,1.75,82.4,51.1,8.29,12.97,5.34,91.5,Moderate
Chennai,28-07-2024,466.3,80.1,28.7,1.6,7.6,49.2,2.01,72.5,92.4,6.03,6.66,8.61,22.9,Satisfactory
Kolkata,28-07-2024,3.4,166.2,152.9,145.7,39.5,19.7,9.99,70.5,178.2,13.55,19.65,3.52,378.3,Severe
Bangalore,28-07-2024,492.5,317.8,38.2,42,79.6,21.6,1.7,25.4,35.1,1.64,25.05,5.41,333.9,Very Poor
Delhi,29-07-2024,228.5,569.1,9.2,71.7,23.1,23.7,2.42,3.1,10.2,2.31,14.98,7.57,480.2,Severe
Mumbai,29-07-2024,209.9,374.8,33.8,104.5,182.8,11.1,1.48,29.9,101.3,14.57,29.37,6,322.5,Good
Chennai,29-07-2024,260.6,236.2,25.5,18.9,52.6,34.9,6.48,46.1,66.5,10.23,25.29,6.74,458.5,Severe
Kolkata,29-07-2024,334,90.1,33.3,144.8,25.5,3.5,6.7,25.8,131.7,14.76,2.32,8.57,325.2,Poor
Bangalore,29-07-2024,483.3,254.6,89.6,48.6,142.7,43.1,1.97,49.7,114,17.71,6.94,5.8,487.8,Severe
Delhi,30-07-2024,98.8,94,131.9,41.7,207,11.6,7.63,29,23.9,7.96,21.66,2.52,61.7,Moderate
Mumbai,30-07-2024,291.6,141.9,120.3,34.6,166.8,1.8,8.6,93.5,77.4,9.23,29.1,0.36,227.5,Poor
Chennai,30-07-2024,247.9,329.8,94.4,105.1,215.4,38.2,7.04,33.7,124.3,12.27,27.69,7.75,149.2,Moderate
Kolkata,30-07-2024,440,491.7,75.3,9.7,241.1,36.7,8.36,91.3,88.6,5.5,25.58,8.31,241.2,Satisfactory
Bangalore,30-07-2024,324.1,369.2,194.9,62.4,128.9,46,3.75,23,93.7,4.53,17.86,2.74,73.5,Good
Delhi,31-07-2024,426.5,319.9,158.7,144,94.9,33.9,1.21,90.7,101.7,7.42,8.63,0.64,435.8,Good
Mumbai,31-07-2024,495.8,233.8,111.5,139.2,177.1,1.8,7.09,15.5,14.7,7.98,21.67,1.51,139,Severe
Chennai,31-07-2024,345,440.4,12.7,4.6,48.7,21.4,6.91,3.2,63.9,13.12,29.41,0.65,94.9,Very Poor
Kolkata,31-07-2024,281.8,558.8,76.7,92.8,57.4,4.8,8.98,63.6,16.5,10.03,27.15,7.07,436,Very Poor
Bangalore,31-07-2024,452.6,90.2,108.5,21,53.9,25.4,5.76,72.8,197.8,17.2,3.08,5.74,65.3,Severe
Delhi,01-08-2024,69.6,169.1,199.8,17.9,120.5,3.7,5.17,1.1,86.3,10.73,9.38,7.48,346.9,Poor
Mumbai,01-08-2024,299.1,582.5,32.6,145.8,177.4,21.1,9.9,95.1,71.7,11.87,26.94,4.38,471.6,Moderate
Chennai,01-08-2024,115.7,559.9,111.9,81.7,54.3,26,1.19,9.8,95.7,18.22,24.54,3.68,332.9,Moderate
Kolkata,01-08-2024,10,177.1,50.6,102.7,235.7,4.7,4.77,38.8,93.9,15.14,22.87,1,259.8,Moderate
Bangalore,01-08-2024,110,510.6,174.5,70.8,205.1,12,4.56,10.2,182.2,7.44,26.51,2.9,198.6,Severe
Delhi,02-08-2024,261.4,127.2,55.1,94.7,236.5,29.6,3.26,16,72.1,1.24,29.23,1.17,440.2,Moderate
Mumbai,02-08-2024,115,472.9,30.5,9.9,161.2,26.5,3.84,80.5,174.7,15.79,4.99,1.67,403.6,Satisfactory
Chennai,02-08-2024,272.8,546.5,107.4,106.2,104.3,34.7,4.19,43,189.9,18.9,7.46,7.96,274,Good
Kolkata,02-08-2024,429.2,257.6,36.1,119.4,220.8,23.3,6.54,74.9,152.2,15.41,26.34,7.82,246.6,Moderate
Bangalore,02-08-2024,347.4,434.7,173.8,57.2,105.8,14.4,1.93,47,107.8,13.13,4.36,6.99,432.6,Good
Delhi,03-08-2024,466.4,10,151.9,36.6,113.5,38.7,7.37,21.1,51.4,15.35,16.02,8.12,115.2,Satisfactory
Mumbai,03-08-2024,336.7,520,114.2,85.5,162.6,17.3,1.83,13.5,24.5,12.8,17.06,4.38,83.2,Moderate
Chennai,03-08-2024,65.6,493.6,122.4,137.3,217.2,43.1,1.55,67.3,136.7,13.17,29.56,3.44,149.8,Good
Kolkata,03-08-2024,444.6,476.9,88.7,82.5,188.9,25.8,0.27,46.7,6.9,14.52,26.04,0.42,385.3,Moderate
Bangalore,03-08-2024,259,277.2,69.1,11.8,44.5,6,5.85,63.5,59.5,11.4,27.16,5.12,309,Moderate
Delhi,04-08-2024,156.4,34.3,145.9,33.2,100.8,44.3,7.01,85.8,160.3,13.41,25.42,9.46,101.6,Very Poor
Mumbai,04-08-2024,63,470.2,33.6,30.8,127.4,44,7.92,8,77,2.63,27.65,9.28,388.5,Very Poor
Chennai,04-08-2024,352.9,11.6,6.1,25,36.2,39.3,2.26,69.6,134.6,13.03,16.25,1.9,489.4,Good
Kolkata,04-08-2024,339.9,477.6,91.9,9.1,140.9,24,0,88.4,104.3,1.92,3.94,1.31,490.1,Good
Bangalore,04-08-2024,189.3,5,168.5,97.9,149.6,15.1,9.16,43.8,114.8,18.69,12.1,4.66,135.6,Good
Delhi,05-08-2024,260.6,155.9,17.5,137.6,148.7,26.2,6.09,1.4,49.1,7.98,3.13,2.54,396.4,Satisfactory
Mumbai,05-08-2024,358.6,444.9,48.8,23.6,116.4,26.1,1.41,98.7,105.6,9.45,4.94,9.39,481.4,Satisfactory
Chennai,05-08-2024,469.2,544.5,158.5,106.2,140.4,6,5.18,11.7,34.6,8.7,13.22,1.21,91.5,Very Poor
Kolkata,05-08-2024,263.2,329.7,2,54.8,54.3,13.2,2.56,67.9,192.5,4.55,4.51,6.02,114.6,Satisfactory
Bangalore,05-08-2024,157.1,23.5,4.2,147.5,190.2,1.3,1.7,57.1,146.8,19.41,27.39,9.32,97.5,Severe
Delhi,06-08-2024,370.8,164.1,155.3,80.2,5.4,30.7,9.51,78.8,37.8,12.42,28.55,2.96,453.2,Good
Mumbai,06-08-2024,26.4,394.6,21.2,133.9,181.7,17.5,1.81,5.3,120.9,19.26,10.34,7.22,120.8,Good
Chennai,06-08-2024,371.3,179.1,57.8,110.4,93.4,28.8,5.59,40.9,170.2,4.91,9.46,2.68,371.6,Poor
Kolkata,06-08-2024,444.1,582.1,94.3,121.8,128.2,13,8.08,53,68.6,17.86,22.41,5.12,67.2,Satisfactory
Bangalore,06-08-2024,1.1,520.9,151.8,124.4,117.2,46.7,5.93,29.9,176.8,1.83,11.13,6.16,403.7,Severe
Delhi,07-08-2024,481.2,70.3,75.6,144,159.5,17.8,0.25,76.6,7.2,6.5,10.78,1.78,345.6,Satisfactory
Mumbai,07-08-2024,277,417.1,10,104.1,102.4,23.7,5.09,88.7,35.7,5.71,4.17,3.16,471.9,Very Poor
Chennai,07-08-2024,347.2,1.4,54.5,44.4,230.6,40.2,4.82,20.5,43.4,6.41,15.08,6,209.4,Very Poor
Kolkata,07-08-2024,320.4,323.3,183.9,94.1,246.2,31.3,8.25,8.9,171.7,11.19,9.64,7.65,59.5,Good
Bangalore,07-08-2024,150.7,465.9,84.1,87,216.6,20.3,8.45,28.7,45.6,11.42,7.35,9.09,408.9,Good
Delhi,08-08-2024,403.1,520.7,166.1,48.3,201.2,48.6,2.66,54.5,45.5,0.08,0.41,3.99,481.5,Severe
Mumbai,08-08-2024,150.2,518.4,27.3,3.8,216.1,49.2,9.67,23.8,185.8,9.74,16.21,9.7,8,Severe
Chennai,08-08-2024,423.3,55.6,90.4,86.9,80.2,46.5,2.16,96.1,44.1,19.93,3.95,3.99,241,Severe
Kolkata,08-08-2024,103.7,70.4,94.8,37.7,118.1,29.9,0.62,89.1,51,17.54,20.9,6.32,381.3,Satisfactory
Bangalore,08-08-2024,447.4,230.7,181,87,183.1,43.4,8.58,41.8,134,12.47,4.08,5.88,140.4,Poor
Delhi,09-08-2024,286.5,591,148.9,72.2,90.9,41,3.38,48.1,102.4,4.86,17.03,7.91,373.1,Poor
Mumbai,09-08-2024,468.4,249.8,115.6,54.6,177.6,9.9,7.52,36.6,79.1,18.65,8.4,1.09,269.8,Good
Chennai,09-08-2024,187.8,123.7,89.1,18.9,158.4,24.7,7.3,37.5,189.6,15.9,28.35,0.87,318.1,Moderate
Kolkata,09-08-2024,490.4,61.7,123.2,77.4,104.3,21.4,0.76,74.6,50.3,15.64,16.85,4.96,142.3,Severe
Bangalore,09-08-2024,241.6,563.3,45.3,54.1,237.5,16,3.35,0.1,62.8,10.49,12.48,4.9,55.9,Very Poor
Delhi,10-08-2024,320.9,406.4,189,115.2,98.4,42.7,2.64,4.5,179.7,8.86,9.11,0.49,489.7,Moderate
Mumbai,10-08-2024,141.1,561.3,188.6,32,56.1,18.2,4.15,87.6,137,7.06,3.73,3.54,439.2,Poor
Chennai,10-08-2024,91.4,175.7,48.4,11.3,239.2,5.6,4.52,89.3,27.2,2.06,29.56,6.57,468.4,Moderate
Kolkata,10-08-2024,458.3,222,55.8,133.8,78,6.9,8.23,25.3,138.1,9.66,28.64,0.59,371.5,Satisfactory
Bangalore,10-08-2024,280.1,467,113.8,60.7,156.3,18.5,3.58,27.3,78.5,17.36,14.68,4.57,325.7,Satisfactory
Delhi,11-08-2024,38.2,492.3,186.6,109.6,209.1,42.5,0.98,4.3,37.3,18.98,16.72,3.59,101.5,Good
Mumbai,11-08-2024,382,502.1,144.7,4.8,77.5,40.9,1.79,65.1,66.8,11.94,9.42,6.08,161.8,Poor
Chennai,11-08-2024,343.3,214,65,77.6,200.5,39.2,8.61,91.4,128.4,2.29,23.76,0.82,175.2,Satisfactory
Kolkata,11-08-2024,75,569.2,157.2,96,133.1,6.8,6.09,67.2,35.3,5.97,1.63,5.86,316.9,Satisfactory
Bangalore,11-08-2024,412.2,294.7,132.5,79,220.5,19.3,2.32,47.2,48.6,2.85,17.65,1.76,74.6,Very Poor
Delhi,12-08-2024,490.8,539.5,59.3,60.8,103.6,7.4,6.1,99.7,80.8,1.97,22.36,7.72,361.8,Moderate
Mumbai,12-08-2024,142.3,280,103,104.9,1.1,16.6,4.94,63.9,81.4,4.71,26.44,4.42,308,Poor
Chennai,12-08-2024,354.9,94.4,86.5,129.2,178.4,25.4,9.41,0.8,133.6,1.07,13.11,5.23,362.9,Moderate
Kolkata,12-08-2024,309.5,322.7,145.7,143.1,167.6,33.6,1.54,53.2,116.2,4.49,27.99,4.85,471.9,Moderate
Bangalore,12-08-2024,224.5,4,170.4,75.7,90,36,0.16,3.3,105,5.84,20.15,2.53,48.9,Good
Delhi,13-08-2024,90.3,268.1,20.7,109.8,89.1,40.9,5.87,36.2,39,9.91,13.4,0.92,431.5,Severe
Mumbai,13-08-2024,410.3,336.7,77.9,95.4,162.4,48.7,5.2,53.3,141,0.73,19.98,1.55,4.6,Poor
Chennai,13-08-2024,97.3,177.3,131.1,67.4,128.6,1.8,0.29,29.7,175.3,17,20.49,8.8,468.4,Very Poor
Kolkata,13-08-2024,211.6,105.5,186.2,11.9,183,49.6,3.15,43.5,71.9,16.23,7.06,1.12,316.8,Very Poor
Bangalore,13-08-2024,165.9,403.8,74.1,25.5,29.1,18,7.1,86.5,150.9,10.95,27.26,7.99,497.8,Poor
Delhi,14-08-2024,464.8,580.4,155.8,25.6,205.5,45.6,5.27,2.4,9.5,4.45,27.08,6.33,271.6,Satisfactory
Mumbai,14-08-2024,347,475.1,153.6,10.5,188,46.9,4.68,27.7,195.8,3.41,2.64,8.17,339.4,Moderate
Chennai,14-08-2024,110.9,402.7,195.1,139,229.5,9.3,1.53,16.6,69.6,4.76,25.6,9.2,255.1,Poor
Kolkata,14-08-2024,174.1,33,169.7,118.4,77.3,24.3,0.39,53.5,75.2,12.28,19.26,7.16,108.9,Moderate
Bangalore,14-08-2024,86.3,597.3,133.2,142.6,106.1,28.8,9.83,7.4,104.6,4.3,13.68,6.39,149.6,Satisfactory
Delhi,15-08-2024,257.4,398.2,155.8,83.5,16.3,2.5,7.32,93.6,126.2,11.6,7.66,5.58,408.1,Severe
Mumbai,15-08-2024,61.1,501.1,13.7,53.8,48.2,24.9,9.59,7.3,40.7,5.14,3.57,2.44,488.6,Poor
Chennai,15-08-2024,132.6,507.9,165.2,80.4,225.3,48.1,1.79,74,58.2,1.68,4.06,9.65,486.7,Very Poor
Kolkata,15-08-2024,130.9,450.6,51.2,42.6,227.8,34.5,2.5,2.1,39.4,8.94,24.54,0.7,85.7,Moderate
Bangalore,15-08-2024,129.9,429.1,184.4,94.4,162.9,18.4,9.48,90.6,15.9,18.82,24.4,8.41,124.9,Satisfactory
Delhi,16-08-2024,42.3,39.8,181.5,43.7,11.3,16.1,3.25,78.8,139,19.11,21.73,5.43,111.7,Satisfactory
Mumbai,16-08-2024,298,472,50,142.8,66.8,42.1,0.5,56.1,120.5,14.17,5.41,9.46,445.3,Severe
Chennai,16-08-2024,419.1,49.4,59.6,24.8,69.7,25.7,7,50.6,103.5,10.62,21.63,0.51,66.1,Very Poor
Kolkata,16-08-2024,97.7,39,77.2,77.3,247.2,10.4,0.69,75.9,25.8,3.21,6.5,6.89,257.6,Satisfactory
Bangalore,16-08-2024,254,386.4,44,60.3,5.6,43.2,8.43,62.3,123.2,8.98,29.36,6.6,330.1,Severe
Delhi,17-08-2024,244.1,65.1,89.5,132.2,217.5,32,6.31,91.8,157.7,2.7,23.64,0.38,125.1,Very Poor
Mumbai,17-08-2024,381.8,126.3,83.4,130.4,95.1,14.4,0.12,12.3,126.9,12.84,29.68,4.99,331.6,Very Poor
Chennai,17-08-2024,216.3,501.3,86.1,6,223.2,45.3,8.03,80.1,187.2,13.09,6.49,6.39,126.2,Good
Kolkata,17-08-2024,292.6,81.8,62.9,91.9,35.7,22.3,9.16,87.2,128.4,12.05,4.85,7.23,162.3,Very Poor
Bangalore,17-08-2024,256.4,357,145.7,122,208.3,11.4,0.59,57.8,127.3,19.01,7.07,2.7,417.2,Severe
Delhi,18-08-2024,330.2,139.7,13.6,2.3,2.7,19.7,8.05,86.4,125.1,8.41,5.16,6.05,448.7,Poor
Mumbai,18-08-2024,364,260.6,44.2,103.9,233.3,11.2,4.44,82.5,141.3,9.27,16.05,2.34,126.8,Satisfactory
Chennai,18-08-2024,98.7,413.7,196.3,6.1,160.6,7.2,8.19,64.4,19.8,15,12.68,4.62,418.7,Moderate
Kolkata,18-08-2024,61.8,86.9,39.4,136.9,68.4,48.7,2.71,55.7,178.9,1.29,11.27,2.61,115.4,Severe
Bangalore,18-08-2024,201.2,587.9,23.7,3.1,141.2,23.5,2.61,17.7,50.8,14.02,26.4,0.97,449.5,Poor
Delhi,19-08-2024,118.8,463.9,85.1,132.6,135.3,48,3.63,11.3,34.9,12.86,14.17,3.2,392.5,Moderate
Mumbai,19-08-2024,12.9,33.3,33.5,73,136.1,0.8,9.09,20.5,39.3,11.34,9.22,7.47,288.8,Very Poor
Chennai,19-08-2024,244.5,452.6,118.5,19,222.6,30,4.63,94.9,72.3,9.98,4.42,4.07,338.8,Satisfactory
Kolkata,19-08-2024,10.1,114.4,18.6,12.7,3,43.6,0.43,35.6,180.9,13.22,29.08,1.19,265.7,Moderate
Bangalore,19-08-2024,256.9,426.7,169.8,15,56.8,23.5,4.89,43.3,17,9.43,9.27,6.07,230.8,Moderate
Delhi,20-08-2024,395.2,139.4,127.7,2.3,30.9,47.5,1.53,15.5,137.3,1.95,22.58,0.33,41.1,Very Poor
Mumbai,20-08-2024,422.3,105.4,149.9,148.3,120.5,17.7,3.71,64.9,186.5,7.98,1.57,0.48,259.1,Poor
Chennai,20-08-2024,300.8,406.4,115.4,103,179.7,24.1,7.17,7.9,62.1,19.99,10.23,6.37,433.3,Poor
Kolkata,20-08-2024,67,457.7,144.6,90.8,247.5,40.6,3.25,69.3,73,7.08,9.79,7.87,376.5,Moderate
Bangalore,20-08-2024,367.5,334.5,59,116,2.4,12.1,6.2,43.3,166.1,10.83,1.29,7.84,357.9,Very Poor
Delhi,21-08-2024,393.3,403.1,148.8,124.1,163,3.5,0.44,45.4,186.7,17.98,3.7,1.11,396.7,Severe
Mumbai,21-08-2024,80.2,347.9,45.4,100.3,148.2,0.4,5.22,50.2,137.4,7.46,20.7,3.76,211.8,Good
Chennai,21-08-2024,309.9,110.5,55.3,26.3,69.7,38.2,2.8,36.6,141.6,4.13,14.29,1.17,384.3,Poor
Kolkata,21-08-2024,66.8,37.9,162.7,59.8,228.1,38.5,6.12,30.4,147.9,11.47,4.8,4.01,474.3,Very Poor
Bangalore,21-08-2024,111.8,504.9,155.9,106.4,160.8,16.4,0.05,51.5,12.6,11.71,20.47,2.79,393.8,Severe
Delhi,22-08-2024,199.3,499.2,100.4,30.9,82.4,35.1,0.41,38.4,62.4,16.47,24.65,9.24,406.2,Poor
Mumbai,22-08-2024,62.8,75.2,35.2,44.6,25.2,16.4,4.16,81.5,13.7,11.97,0.43,5.05,396.5,Good
Chennai,22-08-2024,268.5,12.7,191.8,15.8,212.4,30.5,5.41,31.8,110.6,18.19,0.52,7.68,37,Satisfactory
Kolkata,22-08-2024,16.6,593.2,142.6,26.9,201.3,39.5,9.99,40.2,70.8,10.09,6.16,6.29,270.6,Severe
Bangalore,22-08-2024,276.3,509.8,97.7,105.4,179.6,3.5,8.25,79.9,85.3,9.75,29.93,5.36,35.6,Moderate
Delhi,23-08-2024,216.5,468.4,179.8,138,60.3,17,4.23,83.7,153.8,12.79,6.84,0.42,25.1,Satisfactory
Mumbai,23-08-2024,159.6,109.2,156.2,138.5,50.4,42.6,7.84,62.5,143.5,8.71,0.2,8.32,342.4,Poor
Chennai,23-08-2024,301.7,455.6,124,28.2,25.4,0.5,4.48,98.8,32.1,3.22,15.55,3.84,220.5,Very Poor
Kolkata,23-08-2024,51.5,499.1,51.1,111.6,128.3,21.6,0.63,32.8,152.4,4.62,9.2,3.93,105.2,Poor
Bangalore,23-08-2024,336.8,438,160.1,128.5,112.2,16.6,5.73,77.1,2.9,18.3,11.82,3.68,241.4,Poor
Delhi,24-08-2024,311.5,521.6,100,46.8,247.2,47.3,0.38,34.9,106.9,16.88,17.68,0.25,12.4,Poor
Mumbai,24-08-2024,481,59.1,97.7,46.7,96,20.9,9.43,5.9,31,6.77,11.55,7.55,324.4,Very Poor
Chennai,24-08-2024,208,450.9,135.6,146.6,76.6,21,0.62,6.2,11.8,9.83,9.58,9.17,391.6,Poor
Kolkata,24-08-2024,422.9,179.7,23.5,54.5,233.5,38.4,3.64,95.3,62.4,14.25,6.29,8.21,8.4,Very Poor
Bangalore,24-08-2024,251.3,169.2,31.2,2.9,12.5,5,5.12,56.6,69.3,10.49,27.08,5.18,332.2,Very Poor
Delhi,25-08-2024,274.2,438.2,171.9,93,195.5,15.3,0.1,2.2,149.3,3.3,18.44,1.74,495.9,Poor
Mumbai,25-08-2024,357.4,256.7,16.6,14.9,123.7,12,9.35,97.2,58.8,11.11,8.45,7.11,164.3,Severe
Chennai,25-08-2024,353.8,403.6,127.5,136.8,212.8,5.9,4.31,57,85.9,8.38,28.57,7.78,77.1,Poor
Kolkata,25-08-2024,15,420.1,93.5,4.5,66.5,3.6,3.42,13.1,133.6,7.69,15.96,0.59,312.4,Moderate
Bangalore,25-08-2024,441.2,263.8,69.1,15.2,204,25.2,7.19,56,179.6,15.53,10.35,9.87,112.1,Good
Delhi,26-08-2024,127.3,111.5,40.6,101,55.9,46.4,3.17,38.7,166.3,2.91,19.2,3.49,105.3,Severe
Mumbai,26-08-2024,11.7,310.8,189.2,81.9,130.8,26.3,5.5,19.2,92.8,12.05,20.52,6.03,431.5,Good
Chennai,26-08-2024,317.2,27.2,37.8,108,174.4,6.2,3.9,25.9,2.7,6.92,24.26,9.9,189.9,Very Poor
Kolkata,26-08-2024,146.5,525.6,83.2,61,141.3,17.9,3.63,21.1,176.3,5.1,27.31,9.33,431.6,Very Poor
Bangalore,26-08-2024,340,410.8,64.2,140.8,200.2,32.3,7.53,68.2,50.1,3.21,27.8,3.04,142.7,Severe
Delhi,27-08-2024,371.8,347.1,68,36.9,184.1,30.5,0.63,69.9,27,0.58,20.56,2.73,293.1,Satisfactory
Mumbai,27-08-2024,458.2,198,38.1,112,137.9,20.1,2.38,50.9,180.1,4.08,0.71,3.65,41.3,Moderate
Chennai,27-08-2024,12.5,217.3,193.6,102.2,87.5,17.7,4.55,25.5,192,16.49,19.36,5.66,35,Good
Kolkata,27-08-2024,65.2,239,69.9,27.9,182.2,10.9,8.38,98.6,172.9,4.93,12.32,1.21,333.2,Good
Bangalore,27-08-2024,474.3,177.9,172.4,142.3,180,47.2,3.03,72.9,68.6,12.51,9.8,4.51,27.1,Very Poor
Delhi,28-08-2024,443.2,410.6,98.4,120.8,33.5,1.8,1.24,13.2,107,15.67,28.61,9.69,166.6,Moderate
Mumbai,28-08-2024,122.5,519.1,172,49.4,93.7,32,2.78,52.5,179.3,5.32,0.08,5.83,211.6,Severe
Chennai,28-08-2024,256.4,48.7,19.2,77.7,114.2,36.5,6.62,12.5,53.4,17.15,0.45,7.4,301.6,Good
Kolkata,28-08-2024,474.8,343.6,187,13.2,146.6,42.2,2.32,47.1,72.6,15.3,15.2,3.58,487.8,Good
Bangalore,28-08-2024,491.9,51.1,12.9,120,4.6,16,6.31,96.1,134.7,0.04,16.84,4.39,324.7,Satisfactory
Delhi,29-08-2024,173.1,150.1,186.4,33.9,89.8,35.5,3.27,45.2,1.4,11.87,29.82,2.43,56,Very Poor
Mumbai,29-08-2024,81.7,559,168.8,66.7,151.1,21.4,9.34,9.2,127.7,6.47,28.58,9.1,375.2,Good
Chennai,29-08-2024,47.3,582,130.7,40.3,87.1,46.1,5.41,8,139.3,10.84,18.48,0.34,140.5,Moderate
Kolkata,29-08-2024,237.5,198.3,179.1,107.9,74,49.9,3.74,75.3,185,1.7,28.78,4.06,232.2,Severe
Bangalore,29-08-2024,247.6,425.7,110.8,60.4,248,11.6,3.28,52.3,80.7,19.7,2.93,4.27,128.8,Severe
Delhi,30-08-2024,356.6,502.5,1.6,53.7,207.8,39,3.98,14.8,93.9,8.31,11.34,0.35,211.2,Good
Mumbai,30-08-2024,95.2,141.2,168.3,26.6,235.4,22.7,5.38,14.3,182.8,9.47,6.34,5.62,233.4,Moderate
Chennai,30-08-2024,414,144.1,157.1,15.2,19.9,30.3,9.38,68.7,56.8,6.84,15.79,7.29,350.6,Satisfactory
Kolkata,30-08-2024,257,475.2,18.4,108.2,192.7,11.7,8.2,63.2,113.1,6.86,20.39,9.76,353.6,Poor
Bangalore,30-08-2024,400.8,25,139.8,69.2,147.3,40.8,9.08,4.4,71.2,12.58,23.94,8.76,99.4,Good
Delhi,31-08-2024,107.6,224.6,69.6,40.9,181.7,34.6,9.34,60.9,131,16.01,13.85,5.19,44.6,Severe
Mumbai,31-08-2024,221.8,245.5,184.3,81.1,236.1,30.4,2.75,85.6,144.5,14.08,8.32,4.19,4.4,Good
Chennai,31-08-2024,299.8,257.9,74.3,52.8,13.6,12.9,6.51,91.2,131.6,4.42,2.43,6.83,144.2,Satisfactory
Kolkata,31-08-2024,423,373.1,172.3,37.5,176.9,27.7,4.92,31.2,82.9,9.55,26.34,0.5,290.2,Poor
Bangalore,31-08-2024,484.2,349,148.5,62.7,203.5,41.7,7.09,41,20.3,9.55,19.32,9.65,319.7,Severe
Delhi,01-09-2024,124.6,591.9,170.2,128.9,30.6,20.1,3.93,55.6,24.5,10.88,8.69,8.12,457.7,Moderate
Mumbai,01-09-2024,92.9,547,190.4,121.8,0.1,5.4,2.22,38.7,21.2,2.54,15.85,5.71,12,Severe
Chennai,01-09-2024,316.4,599.9,146.7,126.9,63.7,31,3.27,31.2,181.7,12.35,1.67,5.78,202.9,Good
Kolkata,01-09-2024,42.9,43.5,117.5,72,245.5,24.2,8.39,96.6,149.6,11.81,9.43,2.36,206,Good
Bangalore,01-09-2024,90.7,519.6,164.8,14.5,8.1,39,3.22,77.6,191.2,19.87,2.51,3.08,229,Good
Delhi,02-09-2024,157.2,394.9,166,149,49.4,14.9,6.72,20,5.1,19.37,1.74,8.71,86.3,Severe
Mumbai,02-09-2024,350.3,435.3,148.8,87.9,155.8,7.6,0.57,79,11.4,7.96,16.86,8.72,226.9,Satisfactory
Chennai,02-09-2024,499,491.6,142.1,4.9,217,15.1,2.08,84.6,6,3.56,7.48,0.9,245.4,Poor
Kolkata,02-09-2024,319.7,422.8,128.4,12.1,130.6,40.4,8.84,77.8,176.6,14.8,8.86,9.44,62.8,Poor
Bangalore,02-09-2024,318.1,0.1,11.7,136.2,173.3,36.1,4.92,45.2,70.9,6.77,22.58,0.47,394.1,Satisfactory
Delhi,03-09-2024,197.1,130.2,182.5,146.1,185.8,37.7,8.39,34.6,47.8,12.64,5.82,7.49,307.2,Poor
Mumbai,03-09-2024,41.7,277,150.6,78.4,2.2,32.7,5.35,12.8,176.2,9.03,14.99,9.6,121.8,Severe
Chennai,03-09-2024,382.9,25.3,81.8,12.1,22.6,31.9,8.62,3.8,175.5,12.52,6.81,7.14,30.3,Very Poor
Kolkata,03-09-2024,58.1,502.3,113,89,182,33.7,4.73,52.7,0.2,19.79,4.75,0.79,414,Moderate
Bangalore,03-09-2024,450.4,232,163,18.3,8.4,19.2,7.27,75,85.7,2.49,3.12,1.72,33.5,Good
Delhi,04-09-2024,407.6,351.3,194.4,136.3,231,38.9,1.68,35.5,68,9.92,26.12,3.59,133.4,Good
Mumbai,04-09-2024,303.4,54,27.5,46.3,107.3,35.6,0.53,27.9,150.8,12.98,27.5,2.51,475.2,Severe
Chennai,04-09-2024,96.9,26.7,160.9,110.1,244.7,13.9,1.41,54.5,130.3,16.09,16.35,9.24,37.7,Poor
Kolkata,04-09-2024,493.6,522.5,155.7,133.7,24.7,5.2,8.65,64.4,116.6,0.09,0.05,9.53,456.1,Good
Bangalore,04-09-2024,35.1,364.7,188.9,66.2,222.5,3.8,5.86,2.5,40.7,8.94,20.16,9.95,164.6,Poor
Delhi,05-09-2024,99.5,176.8,26.8,99.5,144.4,18.7,8.09,15.7,153.1,15.26,29.98,6.84,435.5,Good
Mumbai,05-09-2024,106.3,143.7,92.1,60.4,52.1,11.8,4.45,4.1,181.5,3.64,2.23,7.31,103.5,Moderate
Chennai,05-09-2024,13.2,272.3,142.6,134.5,69.7,40.4,1.74,56.7,38.8,12,18.34,4.6,185.8,Good
Kolkata,05-09-2024,244.2,351.8,17.2,103.1,17.4,23.8,5.33,63,46.7,1.29,7.08,5.58,399.2,Good
